dataset,Ek,treeType,Pdisc,NumFolds,Ncentro,MS,SumStra,FinalClassif,Pconf,Pprun,PprunMaxBoxes,Pmerg,Pgrow,PprunDS,Etf,Esim,EuseSameRandomSamples,Eparallel,pctCorrect,pctIncorrect,pctUnclassified,precisionClass0,recallClass0,specificityClass0,accuracyClass0,ROCAUCClass0,classifierBuildTimeMax,classifierBuildTimeAvg,classifierBuildPeakMemUsageMax,classifierBuildPeakMemUsageAvg,classifierClassificationTimeMax,classifierClassificationTimeAvg,classifierClassificationPeakMemUsageMax,classifierClassificationPeakMemUsageAvg,numClasses,numAttributes,numInstances,conflictBoxes,mergedBoxesCount,cubesBuiltMax,cubesBuiltAvg,cubeCountRatioAfterMergingMax,cubeCountRatioAfterMergingAvg,cubeCompressionRatioMax,cubeCompressionRatioAvg,finalCubeCountMax,finalCubeCountAvg,cutBoxesAtBuildTreeMax,cutBoxesAtBuildTreeAvg,treeDepthMax,treeDepthAvg
0,4,2,0,10,,,,,2,30,200,0,0,1,0,0,,0,52.32,47.68,0,61.9227144204,83.2699619772,97.8970381552,97.32,0.9422289155,60282,52456,368654864,-118454098.4,3,2.8,733944,366219.2,26,17,20000,260105,0,391,364.325,50,34.6333333333,-1,-1,200,200,0,0,19,17.8
11,4,2,0,10,,,,,2,30,200,0,0,1,0,0,,0,86.979630416,13.020369584,0,88.0357293809,85.5925702701,88.36680457,86.979630416,0.9092421707,584914,502639.8,739203144,-132557500.8,9,8,489584,281012,2,51,73001,489760,0,391,355.525,50,35.1333333333,-1,-1,200,200,0,0,21,17.9
5,4,2,0,10,,,,,2,30,400,0,0,1,0,0,,0,91.9567262465,8.0432737535,0,93.4693877551,96.8580060423,76.2208067941,92.2859830668,0.9303673485,1011,575.9,173018032,161343929.6,1,0.6,310368,165965.6,3,22,2126,22709,0,21,15.8,645,322.3666666667,-1,-1,400,349.6,0,0,19,17.2
8,4,2,0,10,,,,,2,30,400,0,0,1,0,0,,0,99.1202346041,0.8797653959,0,98.0838323353,99.1525423729,99.6544276458,99.5784457478,0.998577155,1512,1020.2,187619632,164986923.2,1,0.8,239760,166299.2,4,25,5456,12191,0,21,14.125,506,258.3333333333,-1,-1,148,131.5,0,0,30,25.9
9,4,2,0,10,,,,,2,30,400,0,0,1,0,0,,0,90.8715496631,9.1284503369,0,91.2543554007,93.9383070301,86.1555432984,90.8715496631,0.9394866384,11528,8107.8,297058096,-185731092.8,1,0.6,498432,370520.8,2,58,4601,105211,0,38,26.075,836,406.1666666667,-1,-1,400,400,0,0,24,18.5
10,4,2,0,10,,,,,2,30,400,0,0,1,0,0,,0,84.0694006309,15.9305993691,0,84.5542347697,92.2883554979,68.9144736842,84.0694006309,0.8796598291,21602,19025.6,290509632,-207909692,3,2.1,261064,147749.6,2,11,19020,70131,0,105,80.025,322,185.0666666667,-1,-1,400,400,0,0,27,24.6
0,4,2,0,10,,,,,2,30,400,0,0,1,0,0,,0,57.885,42.115,0,66.2674650699,84.1571609632,98.2405913279,97.685,0.9382081611,109806,80899.5,393988008,-101016644.8,4,3.1,212848,111642.4,26,17,20000,299516,0,391,364.325,57,52.9333333333,-1,-1,400,400,0,0,23,20.3
11,4,2,0,10,,,,,2,30,400,0,0,1,0,0,,0,87.6234572129,12.3765427871,0,88.4186085546,86.5897759027,88.6572234856,87.6234572129,0.9141969023,1609012,1018827,791767576,-106044534.4,20,12.3,617880,317933.6,2,51,73001,568084,0,391,355.525,58,53.9,-1,-1,400,400,0,0,23,21.2
5,4,2,0,10,,,,,2,30,600,0,0,1,0,0,,0,91.8626528692,8.1373471308,0,93.4617629889,96.7371601208,76.2208067941,92.1919096896,0.929242917,996,585.2,195032616,166685441.6,1,0.1,234832,153107.2,3,22,2126,22971,0,21,15.8,645,324.2666666667,-1,-1,534,369.2,0,0,20,17.3
8,4,2,0,10,,,,,2,30,600,0,0,1,0,0,,0,99.1202346041,0.8797653959,0,98.0838323353,99.1525423729,99.6544276458,99.5784457478,0.998577155,1336,967.1,263731840,-211025128,1,0.4,263144,125278.4,4,25,5456,12187,0,21,14.125,506,258.3333333333,-1,-1,148,131.5,0,0,30,25.9
9,4,2,0,10,,,,,2,30,600,0,0,1,0,0,,0,91.1975657466,8.8024342534,0,91.2998266898,94.4763271162,86.1555432984,91.1975657466,0.9405894856,19094,11899.9,693634664,85531640.8,1,0.6,900856,465719.2,2,58,4601,153834,0,38,26.075,866,495.5,-1,-1,600,600,0,0,26,20.2
10,4,2,0,10,,,,,2,30,600,0,0,1,0,0,,0,84.5320715037,15.4679284963,0,84.907063197,92.6046059033,69.6471291866,84.5320715037,0.885518225,40435,33322.2,560241168,-12790449.6,3,2.5,328208,196893.6,2,11,19020,111867,0,105,80.025,402,258.0333333333,-1,-1,600,600,0,0,28,25.8
0,4,2,0,10,,,,,2,30,600,0,0,1,0,0,,0,59.88,40.12,0,68.5863874346,83.0164765526,98.4383946697,97.83,0.9409541323,147331,119967.9,360731024,-111553534.4,4,3.2,393376,190839.2,26,17,20000,354415,0,391,364.325,86,71.2666666667,-1,-1,600,600,0,0,25,22.5
5,4,2,0,10,,,,,2,30,800,0,0,1,0,0,,0,91.8626528692,8.1373471308,0,93.4617629889,96.7371601208,76.2208067941,92.1919096896,0.929242917,1264,715.1,373247024,-211648298.4,6,2.8,6288984,3441590.4,3,22,2126,22747,0,21,15.8,645,324.6,-1,-1,534,369.2,0,0,20,17.3
8,4,2,0,10,,,,,2,30,800,0,0,1,0,0,,0,99.1202346041,0.8797653959,0,98.0838323353,99.1525423729,99.6544276458,99.5784457478,0.998577155,1261,884.9,494783784,-41366356,5,2.5,5624120,808702.4,4,25,5456,12103,0,21,14.125,506,258.3333333333,-1,-1,148,131.5,0,0,30,25.9
9,4,2,0,10,,,,,2,30,800,0,0,1,0,0,,0,91.7191914801,8.2808085199,0,91.6291940505,95.0143472023,86.6519580805,91.7191914801,0.9399640212,20211,12278.7,697138248,17381168,2,1.6,2351296,928844.8,2,58,4601,190444,0,38,26.075,1069,555.3333333333,-1,-1,800,800,0,0,27,20.9
10,4,2,0,10,,,,,2,30,800,0,0,1,0,0,,0,84.7476340694,15.2523659306,0,85.0464511334,92.7911125527,69.9162679426,84.7476340694,0.8860439571,35985,27218.4,445452728,-165557706.4,3,2.6,1720728,723186.4,2,11,19020,137996,0,105,80.025,560,299.1,-1,-1,800,800,0,0,30,27.1
0,4,2,0,10,,,,,2,30,800,0,0,1,0,0,,0,61.44,38.56,0,63.8277511962,84.5373891001,98.0323772838,97.5,0.9446930786,118530,95407.9,437609696,-69037513.6,4,3.2,894552,528131.2,26,17,20000,421444,0,391,364.325,115,89.6,-1,-1,800,800,0,0,26,23.8
5,1,2,2,10,,,,,2,,,0,0,,0,,,0,92.2859830668,7.7140169332,0,93.0379746835,97.7039274924,74.3099787686,92.5211665099,0.919177555,459,107,52342312,12101070.4,5,2.9,2534184,2534160,3,22,2126,0,0,106,70.4,-1,-1,-1,-1,106,70.4,0,0,20,16.2
8,1,2,2,10,,,,,2,,,0,0,,0,,,0,95.6195014663,4.3804985337,0,93.2844932845,92.4939467312,98.8120950324,97.8555718475,0.9784646139,520,412.4,193125760,144490809.6,6,2.8,7146216,4309278.4,4,25,5456,0,0,1200,1044.6,-1,-1,-1,-1,1200,1044.6,0,0,95,78.7
9,1,2,2,10,,,,,2,,,0,0,,0,,,0,92.8059117583,7.1940882417,0,93.3945602261,94.8350071736,89.6856039713,92.8059117583,0.9393530979,334,269.4,280544000,-194629856,2,1.5,12633568,10211402.4,2,58,4601,0,0,149,113.3,-1,-1,-1,-1,149,113.3,0,0,25,21.4
10,1,2,2,10,,,,,2,,,0,0,,0,,,0,83.8538380652,16.1461619348,0,84.2365988909,92.385663315,68.1220095694,83.8538380652,0.8696822313,850,717.8,242181680,-199286701.6,4,2.3,10856160,5613263.2,2,11,19020,0,0,650,578.3,-1,-1,-1,-1,650,578.3,0,0,50,40.3
0,1,2,2,10,,,,,2,,,0,0,,0,,,0,78.665,21.335,0,85.2604828463,85.0443599493,99.3961792723,98.83,0.9469566146,10759,7760.7,629954440,24350064.8,6,5,6846632,5497373.6,26,17,20000,0,0,8801,8664.5,-1,-1,-1,-1,8801,8664.5,0,0,56,52.1
5,4,2,2,10,,,,,2,30,200,0,0,1,0,0,,0,92.6622765757,7.3377234243,0,93.8042848871,97.8851963746,77.2823779193,93.3207902164,0.9330902303,719,434,159765912,124226737.6,4,2.5,1721920,749875.2,3,22,2126,12535,0,24,12.7,500,261.5333333333,-1,-1,200,147,0,0,16,14.3
8,4,2,2,10,,,,,2,30,200,0,0,1,0,0,,0,94.7763929619,5.2236070381,0,93.3252427184,93.0992736077,98.8120950324,97.9472140762,0.9758014371,5551,3600.8,587684912,-44160544,5,2.4,4178576,702331.2,4,25,5456,63148,0,144,105.1,123,80.4,-1,-1,200,200,0,0,33,26.6
9,4,2,2,10,,,,,2,30,200,0,0,1,0,0,,0,92.0669419691,7.9330580309,0,92.7940657012,94.225251076,88.7479316051,92.0669419691,0.9410024722,2877,2327.9,455026144,-102155377.6,3,1.8,3017232,1657904,2,58,4601,29596,0,38,26.05,367,205.1333333333,-1,-1,200,200,0,0,25,21.8
10,4,2,2,10,,,,,2,30,200,0,0,1,0,0,,0,82.8601472135,17.1398527865,0,83.3529411765,91.9234511839,66.1483253589,82.8601472135,0.8674498841,7600,6529.6,425784688,-115561993.6,3,2.2,1677544,706554.4,2,11,19020,21133,0,69,38.15,303,181.0333333333,-1,-1,200,200,0,0,31,27.1
0,4,2,2,10,,,,,2,30,200,0,0,1,0,0,,0,53.64,46.36,0,78.3967391304,73.1305449937,99.172349175,98.145,0.9089367698,574484,394888.1,799619408,-124275816.8,4,3.1,761896,321588,26,17,20000,1280056,0,1484,1284.575,50,21.5333333333,-1,-1,200,200,0,0,19,17.7
5,4,2,2,10,,,,,2,30,400,0,0,1,0,0,,0,92.7093132643,7.2906867357,0,93.8078703704,97.9456193353,77.2823779193,93.367826905,0.9333108832,542,345.9,181947720,133343796,1,0.4,688552,243000.8,3,22,2126,12534,0,24,12.7,500,262.3666666667,-1,-1,212,148.2,0,0,16,14.3
8,4,2,2,10,,,,,2,30,400,0,0,1,0,0,,0,96.0410557185,3.9589442815,0,95.3883495146,95.1573849879,99.1792656587,98.5703812317,0.9867276526,13327,6197.5,223860504,197388993.6,1,0.9,545168,-590164.8,4,25,5456,91233,0,144,105.1,159,113.0333333333,-1,-1,400,400,0,0,41,33.6
9,4,2,2,10,,,,,2,30,400,0,0,1,0,0,,0,92.5885677027,7.4114322973,0,92.9750614682,94.9426111908,88.9685603971,92.5885677027,0.9391542708,14797,6527.6,352215576,-165688775.2,1,0.6,1730376,628064,2,58,4601,76695,0,38,26.05,918,367.2,-1,-1,400,392.2,0,0,28,24.8
10,4,2,2,10,,,,,2,30,400,0,0,1,0,0,,0,83.2386961094,16.7613038906,0,83.7217878743,92.0450859552,67.0005980861,83.2386961094,0.8698131415,17794,11397.5,205907824,177998381.6,4,2.8,2484488,441086.4,2,11,19020,35508,0,69,38.15,561,278.7333333333,-1,-1,400,400,0,0,34,31.3
0,4,2,2,10,,,,,2,30,400,0,0,1,0,0,,0,61.235,38.765,0,84.8441926346,75.9188846641,99.4430274322,98.515,0.9091436313,513620,322591.8,813518008,-116107995.2,4,3.1,258688,166765.6,26,17,20000,1364142,0,1484,1284.575,50,26.7,-1,-1,400,400,0,0,23,20.7
5,4,2,2,10,,,,,2,30,600,0,0,1,0,0,,0,92.6622765757,7.3377234243,0,93.8042848871,97.8851963746,77.2823779193,93.3207902164,0.9333179389,471,313.1,165195952,141354865.6,1,0.4,267952,155678.4,3,22,2126,12566,0,24,12.7,500,271.3333333333,-1,-1,396,179.7,0,0,18,14.9
8,4,2,2,10,,,,,2,30,600,0,0,1,0,0,,0,96.9941348974,3.0058651026,0,95.9378733572,97.215496368,99.2656587473,98.9552785924,0.9906642384,10637,5131.2,242143776,186111502.4,1,0.8,549296,312620.8,4,25,5456,91233,0,144,105.1,159,123.6666666667,-1,-1,600,581.7,0,0,44,36.7
9,4,2,2,10,,,,,2,30,600,0,0,1,0,0,,0,92.6972397305,7.3027602695,0,93.0175438596,95.0860832138,89.0237175951,92.6972397305,0.9412136641,19152,9965.2,419691304,-150629318.4,1,0.4,465184,262970.4,2,58,4601,146137,0,38,26.05,918,498.8666666667,-1,-1,496,432.4,0,0,28,25
10,4,2,2,10,,,,,2,30,600,0,0,1,0,0,,0,83.3701366982,16.6298633018,0,83.8664401271,92.0613039247,67.3444976077,83.3701366982,0.869187302,17713,12220.2,315871840,214193035.2,3,2.7,302792,215568.8,2,11,19020,60514,0,69,38.15,853,396.3666666667,-1,-1,600,600,0,0,39,34.4
0,4,2,2,10,,,,,2,30,600,0,0,1,0,0,,0,65.295,34.705,0,87.0921985816,77.8200253485,99.5263130498,98.67,0.9188586374,367131,285165.7,828725240,-128231316.8,4,3.1,300120,147907.2,26,17,20000,1451806,0,1484,1284.575,50,31.9333333333,-1,-1,600,600,0,0,25,22.8
5,4,2,2,10,,,,,2,30,800,0,0,1,0,0,,0,92.6622765757,7.3377234243,0,93.8042848871,97.8851963746,77.2823779193,93.3207902164,0.9333179389,462,307.9,213407624,148572572,1,0.3,146928,130138.4,3,22,2126,12440,0,24,12.7,500,270.8666666667,-1,-1,396,179.7,0,0,18,14.9
8,4,2,2,10,,,,,2,30,800,0,0,1,0,0,,0,97.1407624633,2.8592375367,0,96.2874251497,97.3365617433,99.3304535637,99.0285923754,0.991668192,10406,5072,222681544,192551484,1,1,482776,224932.8,4,25,5456,91233,0,144,105.1,159,126.5,-1,-1,783,634.4,0,0,44,37.1
9,4,2,2,10,,,,,2,30,800,0,0,1,0,0,,0,92.6972397305,7.3027602695,0,93.0175438596,95.0860832138,89.0237175951,92.6972397305,0.9412136641,18655,9871.6,378206392,-165200520,1,0.8,442584,262564.8,2,58,4601,146224,0,38,26.05,918,498.7666666667,-1,-1,496,432.4,0,0,28,25
10,4,2,2,10,,,,,2,30,800,0,0,1,0,0,,0,83.4069400631,16.5930599369,0,83.9399319426,92.0126500162,67.5388755981,83.4069400631,0.8678293198,17582,12677.2,198875896,183963768,3,2.6,400696,226050.4,2,11,19020,63834,0,69,38.15,853,413.7666666667,-1,-1,800,765.5,0,0,39,35.1
0,4,2,2,10,,,,,2,30,800,0,0,1,0,0,,0,67.99,32.01,0,86.8965517241,79.8479087452,99.5054916454,98.73,0.9269875947,395577,309732.8,814061112,-120079977.6,4,3.4,470472,189443.2,26,17,20000,1548905,0,1484,1284.575,50,37.1,-1,-1,800,800,0,0,25,23.9
5,1,2,-10,10,,,,,2,,,0,0,,0,,,0,92.0978363123,7.9021636877,0,94.1002949853,96.3746223565,78.7685774947,92.4741298213,0.929828545,402,118.5,47100976,14471718.4,4,2.9,2536968,2536960,3,22,2126,0,0,48,41.4,-1,-1,-1,-1,48,41.4,0,0,16,12.9
8,1,2,-10,10,,,,,2,,,0,0,,0,,,0,99.7983870968,0.2016129032,0,99.7581620314,99.8789346247,99.9568034557,99.9450146628,0.998988202,178,156.3,62829392,60801908.8,5,2.5,1670840,497911.2,4,25,5456,0,0,22,21,-1,-1,-1,-1,22,21,0,0,11,10.6
9,1,2,-10,10,,,,,2,,,0,0,,0,,,0,93.1536622473,6.8463377527,0,94.1134498751,94.6197991392,90.8990623276,93.1536622473,0.952658387,576,517.4,269565848,213474447.2,2,1.3,10867632,2599679.2,2,58,4601,0,0,112,103.8,-1,-1,-1,-1,112,103.8,0,0,27,21
10,1,2,-10,10,,,,,2,,,0,0,,0,,,0,84.8895899054,15.1104100946,0,85.6797947789,92.085630879,71.6208133971,84.8895899054,0.8810979008,1834,1738.5,248640672,-183785579.2,2,1.7,10854728,6660411.2,2,11,19020,0,0,253,221.7,-1,-1,-1,-1,253,221.7,0,0,20,18.1
0,1,2,-10,10,,,,,2,,,0,0,,0,,,0,87.95,12.05,0,95.125,96.4512040558,99.7969913071,99.665,0.9861101902,4794,4103.8,530149472,52866971.2,4,3.4,7953800,4991285.6,26,17,20000,0,0,1199,1171.7,-1,-1,-1,-1,1199,1171.7,0,0,25,23.5
5,16,2,0,10,,,,,2,30,200,0,0,1,0,0,,0,85.5597365945,14.4402634055,0,90.3392754457,94.9244712991,64.3312101911,88.1467544685,0.9041115836,4892,3595.4,837942552,-151248761.6,5,3.5,8244704,697365.6,3,22,2126,95032,0,12,6.10625,387,207.1133333333,-1,-1,200,200,0,0,19,16.3
8,16,2,0,10,,,,,2,30,200,0,0,1,0,0,,0,97.1407624633,2.8592375367,0,96.921182266,95.2784503632,99.4600431965,98.8269794721,0.9925794508,13341,7986.9,658363824,-32026619.2,14,5.8,2544840,-759220,4,25,5456,85221,0,13,8.68125,366,198.3333333333,-1,-1,200,200,0,0,56,44.2
9,16,2,0,10,,,,,2,30,200,0,0,1,0,0,,0,79.7000652032,20.2999347968,0,76.5160183066,95.9469153515,54.7159404302,79.7000652032,0.8834547992,14353,9542.3,851571864,-139061404.8,3,2,484216,73323.2,2,58,4601,140675,0,16,9.8,526,243.4666666667,-1,-1,200,200,0,0,18,14.9
10,16,2,0,10,,,,,2,30,200,0,0,1,0,0,,0,80.8149316509,19.1850683491,0,82.5962910128,89.206941291,65.3409090909,80.8149316509,0.8506733367,48490,27261.6,822360648,-132871408.8,4,3,1784176,594832.8,2,11,19020,139567,0,47,27.63125,427,204.8733333333,-1,-1,200,200,0,0,32,26.3
0,16,2,0,10,,,,,2,30,200,0,0,1,0,0,,0,38.12,61.88,0,69.5852534562,76.5525982256,98.6257873094,97.755,0.9308953356,105202,73106.5,886905632,7567884,5,3.7,829424,-2199616,26,17,20000,527764,0,154,137.25,79,61.9666666667,-1,-1,200,200,0,0,20,18.1
5,16,2,0,10,,,,,2,30,400,0,0,1,0,0,,0,86.8767638758,13.1232361242,0,90.3518728717,96.1933534743,63.906581741,89.0404515522,0.9130871515,7885,4741.6,851392496,-69425213.6,14,1.8,1204056,322167.2,3,22,2126,221149,0,12,6.10625,732,257.8866666667,-1,-1,400,400,0,0,22,18.2
8,16,2,0,10,,,,,2,30,400,0,0,1,0,0,,0,98.185483871,1.814516129,0,97.696969697,97.5786924939,99.5896328294,99.2851906158,0.9934133114,7721,6003.6,818010120,80461268,4,1.9,473896,95118.4,4,25,5456,113342,0,13,8.68125,395,206.8333333333,-1,-1,400,400,0,0,59,49.8
9,16,2,0,10,,,,,2,30,400,0,0,1,0,0,,0,84.046946316,15.953053684,0,81.8548387097,94.6556671449,67.7330391616,84.046946316,0.8982912545,52987,26662.6,856159328,-45992286.4,1,0.8,336016,-2189295.2,2,58,4601,348793,0,16,9.8,526,277.1466666667,-1,-1,400,400,0,0,21,18.5
10,16,2,0,10,,,,,2,30,400,0,0,1,0,0,,0,81.8191377497,18.1808622503,0,83.818597561,89.1745053519,68.2565789474,81.8191377497,0.8600717083,113996,56960.7,879633432,-72977258.4,33,6.5,428608,97543.2,2,11,19020,287297,0,47,27.63125,745,291.86,-1,-1,400,400,0,0,37,31.9
0,16,2,0,10,,,,,2,30,400,0,0,1,0,0,,0,43.18,56.82,0,71.8377088305,76.299112801,98.7715371402,97.885,0.9406813956,223316,154786.9,941072776,58583489.6,5,4.1,60808,19316.8,26,17,20000,914786,0,154,137.25,158,100.8533333333,-1,-1,400,400,0,0,25,21.2
5,16,2,0,10,,,,,2,30,600,0,0,1,0,0,,0,87.4412041392,12.5587958608,0,90.9142532652,96.7371601208,66.0297239915,89.9341486359,0.9245649483,13350,8159,857084112,-20649300,5,0.9,127752,-943235.2,3,22,2126,347989,0,12,6.10625,973,287.7133333333,-1,-1,600,600,0,0,23,19.3
8,16,2,0,10,,,,,2,30,600,0,0,1,0,0,,0,98.6803519062,1.3196480938,0,98.0629539952,98.0629539952,99.6544276458,99.4134897361,0.9954252715,22496,11390.4,766959912,153640121.6,3,2.2,1418240,177622.4,4,25,5456,150403,0,13,8.68125,660,230.9866666667,-1,-1,600,596.9,0,0,60,54.1
9,16,2,0,10,,,,,2,30,600,0,0,1,0,0,,0,84.7641816996,15.2358183004,0,83.2007636017,93.7948350072,70.8769994484,84.7641816996,0.9131211812,44011,33756.6,942018616,17547301.6,2,1,49344,4934.4,2,58,4601,598933,0,16,9.8,612,304.64,-1,-1,600,600,0,0,24,20.7
10,16,2,0,10,,,,,2,30,600,0,0,1,0,0,,0,82.1713985279,17.8286014721,0,83.4493078938,90.4395069737,66.9258373206,82.1713985279,0.8648540329,129545,78986.5,904037024,-46982812.8,19,5.1,172832,40088.8,2,11,19020,406233,0,47,27.63125,811,323.18,-1,-1,600,600,0,0,40,33.7
0,16,2,0,10,,,,,2,30,600,0,0,1,0,0,,0,46.55,53.45,0,62.7976190476,80.2281368821,98.0479933372,97.345,0.9395250028,356672,229354.4,1063012912,95278824.8,44,9.2,82752,25225.6,26,17,20000,1403708,0,154,137.25,238,139.8266666667,-1,-1,600,600,0,0,26,23.1
5,16,2,0,10,,,,,2,30,800,0,0,1,0,0,,0,87.9115710254,12.0884289746,0,91.2721049629,96.6767371601,67.5159235669,90.2163687676,0.9222962008,20675,13358.2,911723592,-3074166.4,1,0.7,134424,-759790.4,3,22,2126,580502,0,12,6.10625,1308,333.16,-1,-1,800,800,0,0,24,20.2
8,16,2,0,10,,,,,2,30,800,0,0,1,0,0,,0,98.8086510264,1.1913489736,0,98.309178744,98.5472154964,99.6976241901,99.5234604106,0.995710808,21491,13801.1,796965808,118377064.8,2,1.4,25144,3140.8,4,25,5456,224527,0,13,8.68125,828,268.0666666667,-1,-1,800,682.8,0,0,63,55.2
9,16,2,0,10,,,,,2,30,800,0,0,1,0,0,,0,85.046728972,14.953271028,0,84.1796875,92.7546628407,73.193601765,85.046728972,0.9093471271,92842,49106.8,1016314640,42212484,1,0.9,250928,50298.4,2,58,4601,750985,0,16,9.8,830,316.9133333333,-1,-1,800,800,0,0,25,22.1
10,16,2,0,10,,,,,2,30,800,0,0,1,0,0,,0,82.2239747634,17.7760252366,0,83.441679743,90.5530327603,66.8660287081,82.2239747634,0.8629744956,158968,108908.3,906653928,-26596981.6,6,4.3,71720,19449.6,2,11,19020,525886,0,47,27.63125,811,332.5266666667,-1,-1,800,800,0,0,43,38.4
0,16,2,0,10,,,,,2,30,800,0,0,1,0,0,,0,48.57,51.43,0,67.3684210526,81.1153358682,98.3863411587,97.705,0.9391494126,394161,330076.9,1122915528,169557999.2,24,6,94360,15422.4,26,17,20000,1991468,0,154,137.25,317,178.6533333333,-1,-1,800,800,0,0,26,24.5
11,16,2,0,10,,,,,2,30,200,0,0,1,0,0,,0,85.3097902768,14.6902097232,0,86.7082478925,83.406388691,87.2133483109,85.3097902768,0.9120197768,443212,356850.1,928731864,49457956.8,140,33.3,17889984,3217366.4,2,51,73001,476341,0,126,108.14375,102,72.5266666667,-1,-1,200,200,0,0,32,26.5
11,16,2,0,10,,,,,2,30,400,0,0,1,0,0,,0,86.0618347694,13.9381652306,0,87.0855050007,84.6830310668,87.4407518014,86.0618347694,0.9126981226,1148240,922281.2,1111803088,184946711.2,54,35.3,409192,198706.4,2,51,73001,1109248,0,126,108.14375,205,121.9866666667,-1,-1,400,400,0,0,39,34.3
11,16,2,0,10,,,,,2,30,600,0,0,1,0,0,,0,86.7686744017,13.2313255983,0,88.0266326675,85.1158840611,88.4216005918,86.7686744017,0.9184684055,1648394,1366585.8,1433868208,36241533.6,28,27.1,633544,279857.6,2,51,73001,2116847,0,126,108.14375,307,171.4466666667,-1,-1,600,600,0,0,45,38.5
