dataset,Ek,treeType,Pdisc,NumFolds,Ncentro,MS,SumStra,FinalClassif,Pconf,Pprun,PprunMaxBoxes,Pmerg,Pgrow,PprunDS,Etf,Esim,EuseSameRandomSamples,Eparallel,pctCorrect,pctIncorrect,pctUnclassified,precisionClass0,recallClass0,specificityClass0,accuracyClass0,ROCAUCClass0,classifierBuildTimeMax,classifierBuildTimeAvg,classifierBuildPeakMemUsageMax,classifierBuildPeakMemUsageAvg,classifierClassificationTimeMax,classifierClassificationTimeAvg,classifierClassificationPeakMemUsageMax,classifierClassificationPeakMemUsageAvg,numClasses,numAttributes,numInstances,conflictBoxes,mergedBoxesCount,cubesBuiltMax,cubesBuiltAvg,cubeCountRatioAfterMergingMax,cubeCountRatioAfterMergingAvg,cubeCompressionRatioMax,cubeCompressionRatioAvg,finalCubeCountMax,finalCubeCountAvg,cutBoxesAtBuildTreeMax,cutBoxesAtBuildTreeAvg,treeDepthMax,treeDepthAvg
WallFollowingRobotNavigation.arff,1,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,,,,90.6158357771,9.3841642229,0,85.0896860987,91.8886198547,97.1274298056,96.3343108504,0.9365371642,174,134,89101568,87529010.4,1,0.4,5245736,4721175.2,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spambase.arff,1,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,,,,81.2432079983,18.7567920017,0,77.93904209,96.3055954089,58.0805295091,81.2432079983,0.7418686657,224,219.4,94344416,94343026.4,1,0.1,5245088,4720560,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MAGICGammaTelescope.arff,1,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,,,,76.5404837014,23.4595162986,0,73.9442618961,98.5403827441,35.9748803828,76.5404837014,0.6199891615,2481,2173.3,856100688,-159343128,1,0.9,16729216,14346940,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LetterRecognition.arff,1,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,,,,62.395,37.605,0,72.3225030084,76.1723700887,98.8027692468,97.91,0.8816975105,353,341.7,156237352,155195312,6,5.2,10431912,10431883.2,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cardiotocography.arff,4,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,0,,,81.7968015052,18.2031984948,0,89.7207367796,91.2386706949,63.2696390658,85.0423330198,0.7697590137,196,51.1,10416152,9374338.4,1,0.4,10417616,10417584,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WallFollowingRobotNavigation.arff,4,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,0,,,91.6972140762,8.3027859238,0,85.7142857143,91.5254237288,97.2786177106,96.4076246334,0.9371471977,219,148.8,104157728,91658844,1,0.2,10420280,10420248,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spambase.arff,4,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,0,,,80.8519886981,19.1480113019,0,77.0957658426,97.3098995696,55.5432984004,80.8519886981,0.7128677114,312,264.5,114573944,96866953.6,1,0.2,10419600,10419564,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MAGICGammaTelescope.arff,4,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,0,,,76.7613038906,23.2386961094,0,74.2283194512,98.2808952319,37.0813397129,76.7613038906,0.6206072352,2651,2448.7,585316888,10277066.4,1,0.7,11960576,7964480,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LetterRecognition.arff,4,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,0,,,61.255,38.745,0,68.875739645,73.7642585551,98.6309926605,97.65,0.8761113573,397,356.3,179315384,178260456.8,6,5.3,10564088,10564059.2,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cardiotocography.arff,16,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,0,,,81.326434619,18.673565381,0,88.9805539187,91.2386706949,60.2972399151,84.3838193791,0.755916896,158,55,10548328,10548090.4,0,0,10549792,10549760,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WallFollowingRobotNavigation.arff,16,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,0,,,90.8724340176,9.1275659824,0,83.1545064378,93.8256658596,96.6090712743,96.1876832845,0.9461183251,253,172.8,94931816,90712410.4,1,0.1,10552456,10552424,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spambase.arff,16,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,0,,,78.5046728972,21.4953271028,0,75.0069502363,96.7718794835,50.4136789851,78.5046728972,0.6971804543,333,306.4,137124560,127630330.4,1,0.6,10551776,10551740,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MAGICGammaTelescope.arff,16,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,0,,,76.0935856993,23.9064143007,0,73.518216422,98.6701265002,34.4647129187,76.0935856993,0.6112764769,2491,2284.1,832175440,-202173026.4,1,0.9,16293304,11755742.4,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LetterRecognition.arff,16,opc,0,10,0.1,DAC,Distance,J48,,,,,,,,0,,,61.245,38.755,0,67.7456647399,74.2712294043,98.5477070428,97.59,0.8680004769,384,374,214122824,214122604,6,5.3,11285736,11285707.2,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cardiotocography.arff,1,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,,,,85.3715898401,14.6284101599,0,93.3663980161,90.996978852,77.2823779193,87.958607714,0.84478868,15,12.5,11269936,11269734.4,1,0.2,11271440,10144280.8,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WallFollowingRobotNavigation.arff,1,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,,,,91.0740469208,8.9259530792,0,85.8916478555,92.1307506053,97.3002159827,96.5175953079,0.9529398229,51,49.3,11269936,11269734.4,1,0.1,11274104,11274072,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spambase.arff,1,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,,,,85.8074331667,14.1925668333,0,84.7380410023,93.400286944,74.1312741313,85.8074331667,0.8298651695,180,86.9,33808880,13523655.2,1,0.2,11273424,11273388,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MAGICGammaTelescope.arff,1,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,,,,78.8222923239,21.1777076761,0,82.801390425,84.9902692183,67.4491626794,78.8222923239,0.7654272707,409,351.6,371896736,-59854849.6,1,1,11284936,11284900.8,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LetterRecognition.arff,1,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,,,,66.355,33.645,0,83.2241153342,80.4816223067,99.3337150591,98.59,0.9077135452,270,210.7,67617960,64236841.6,6,5.1,11285712,11285683.2,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cardiotocography.arff,4,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,0,,,82.7845719661,17.2154280339,0,93.5913705584,89.1238670695,78.5562632696,86.7826904986,0.8511722183,43,16.7,11269912,11269710.4,1,0.2,11271416,11271384,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WallFollowingRobotNavigation.arff,4,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,0,,,87.9032258065,12.0967741935,0,77.4159663866,89.2251815981,95.3563714903,94.4281524927,0.9280403621,139,60.7,22539248,12396666.4,1,0.3,11274080,11274048,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spambase.arff,4,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,0,,,86.7202782004,13.2797217996,0,85.0112576391,94.7991391679,74.2967457253,86.7202782004,0.8369343123,167,87,11269912,10142754.4,1,0.3,11273400,9018717.6,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MAGICGammaTelescope.arff,4,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,0,,,79.0010515247,20.9989484753,0,83.0401014424,84.965942264,68.0023923445,79.0010515247,0.7599564098,360,355.2,371895784,-64362887.2,1,0.8,11284928,6770990.4,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LetterRecognition.arff,4,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,0,,,65.52,34.48,0,76.3033175355,81.6223067174,98.9589297798,98.275,0.907770151,258,204.5,78888040,60855941.6,6,5.1,11285696,11285667.2,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cardiotocography.arff,16,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,0,,,84.0545625588,15.9454374412,0,93.3625547902,90.0906344411,77.4946921444,87.3000940734,0.8444679636,77,22.8,11269896,11269694.4,1,0.4,11271400,11271368,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WallFollowingRobotNavigation.arff,16,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,0,,,88.1964809384,11.8035190616,0,84.9944008959,91.8886198547,97.1058315335,96.3159824047,0.9429788619,133,64.5,22539216,12396648.8,1,0.5,11274064,11274032,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spambase.arff,16,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,0,,,85.046728972,14.953271028,0,83.0188679245,94.6915351506,70.2151130723,85.046728972,0.8261392889,88,82.6,11269896,11269694.4,1,0.2,11273344,2958000.8,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MAGICGammaTelescope.arff,16,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,0,,,79.3375394322,20.6624605678,0,82.7844545029,86.0201102822,67.0155502392,79.3375394322,0.7611689262,389,369.3,371895712,-69997722.4,2,1.3,11284912,11284894.4,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LetterRecognition.arff,16,opc,0,10,0.1,DAC,Greedy,J48,,,,,,,,0,,,65.4,34.6,0,77.9100529101,74.6514575412,99.1307063661,98.165,0.8888381439,215,211,78887400,78880939.2,6,5.1,11285680,11282799.2,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cardiotocography.arff,1,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,,,,89.4637817498,10.5362182502,0,94.5355191257,94.0785498489,80.8917197452,91.15710254,0.8661592934,161,107.9,67617536,40569920.8,1,0.2,11271384,4032584,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WallFollowingRobotNavigation.arff,1,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,,,,98.3870967742,1.6129032258,0,95.8530805687,97.9418886199,99.2440604752,99.0469208211,0.9853144823,496,476.7,202852400,202821603.2,1,0.2,11274048,11272344,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spambase.arff,1,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,,,,87.0245598783,12.9754401217,0,84.482215927,96.2697274032,72.8075013789,87.0245598783,0.8524637937,959,944.3,247930912,-190581811.2,1,0.5,11273400,10146040.8,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MAGICGammaTelescope.arff,1,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,,,,80.3259726604,19.6740273396,0,78.5533838585,95.8157638664,51.764354067,80.3259726604,0.7078379776,4904,4357.9,870907856,-209027605.6,1,1,16062760,12164105.6,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LetterRecognition.arff,1,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,,,,77.215,22.785,0,88.1720430108,93.536121673,99.484670241,99.25,0.9712322874,1167,1132.2,394623088,-56909376,6,5.9,14631792,14626200,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cardiotocography.arff,4,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,0,,,89.7930385701,10.2069614299,0,94.451145959,94.6223564955,80.4670912951,91.4863593603,0.8713343725,205,121.8,87648544,75962095.2,1,0.1,14609920,14609888,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WallFollowingRobotNavigation.arff,4,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,0,,,98.4237536657,1.5762463343,0,95.5294117647,98.3050847458,99.1792656587,99.0469208211,0.9874501226,611,522.2,262945544,-166551398.4,1,0.2,14612584,13151309.6,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spambase.arff,4,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,0,,,88.3720930233,11.6279069767,0,85.705229794,96.9870875179,75.1241036955,88.3720930233,0.8552747731,1147,1066.4,306769928,-122727095.2,1,0.5,14611904,14611868,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MAGICGammaTelescope.arff,4,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,0,,,80.4731861199,19.5268138801,0,79.1858574912,94.802140772,54.0520334928,80.4731861199,0.7207745363,5615,5417.1,730398672,194009596,1,1,14776680,11188514.4,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LetterRecognition.arff,4,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,0,,,77.585,22.415,0,89.6805896806,92.5221799747,99.5627505075,99.285,0.9660753942,1066,1034.5,482210784,33946664,6,5.9,10975432,10971365.6,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cardiotocography.arff,16,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,0,,,89.3226716839,10.6773283161,0,94.1534713764,93.413897281,79.6178343949,90.3574788335,0.8572690361,152,120.6,87630600,84344229.6,1,0.2,10955632,8764507.2,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WallFollowingRobotNavigation.arff,16,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,0,,,98.6620234604,1.3379765396,0,95.8871915394,98.789346247,99.2440604752,99.1752199413,0.9905997835,516,489.8,284797520,-154558836,1,0.2,10958256,10958159.2,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
spambase.arff,16,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,0,,,88.8067811345,11.1932188655,0,86.5551624317,96.5208034433,76.94429123,88.8067811345,0.8701841317,1071,1028.7,328613952,-103076668,1,0.3,10957504,10957466.4,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MAGICGammaTelescope.arff,16,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,0,,,80.6361724501,19.3638275499,0,78.9090179825,95.7184560493,52.8259569378,80.6361724501,0.7183908973,5775,5597.4,834858368,-150669452,1,0.9,17408216,11793946.4,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LetterRecognition.arff,16,opc,0,10,0.3,DAC,Distance,J48,,,,,,,,0,,,76.86,23.14,0,89.6296296296,92.0152091255,99.5627505075,99.265,0.9675292969,1033,1003.9,534746392,79804862.4,6,5.8,13384752,13383310.4,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cardiotocography.arff,1,opc,0,10,0.3,DAC,Greedy,J48,,,,,,,,,,,88.8993414864,11.1006585136,0,93.538647343,93.5951661631,77.2823779193,89.9811853246,0.8517052488,201,47,26733504,14703507.2,1,0.2,13368544,13368512,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
